title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
FEMSA Schedules Conference Call to Discuss First Quarter Financial Results,"MONTERREY, Mexico, April 14, 2025 ( GLOBE NEWSWIRE ) -- Fomento Económico Mexicano, S.A.B. de C.V. ( ""FEMSA"" or the ""Company"" ) ( NYSE: FMX. BMV: FEMSAUBD, FEMSAUB ) is pleased to invite you to participate in its First Quarter Conference Call that will be held on: ...",GlobeNewswire,20250414T220200,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.168347,KO
Bank Of America Q1 Earnings Preview: Can Warren Buffett's Favorite Continue Beating Estimates? - Bank of America  ( NYSE:BAC ) ,Bank of America has beaten analyst estimates for revenue in nine of the last 10 quarters. The company reports financial results in a week that comes with high uncertainty around Donald Trump'd tariff policies. Feel unsure about the market's next move?,Benzinga,20250414T183549,"[{'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.996718'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,0.050272,KO
Investors Heavily Search CocaCola Company  ( The )   ( KO ) : Here is What You Need to Know,"Zacks.com users have recently been watching Coca-Cola (KO) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",Zacks Commentary,20250414T130013,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.5855'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.23317,KO
Worried About Stock Market Volatility? This Surefire ETF Can Limit Your Risk While Building Long-Term Wealth,"The stock market is no stranger to volatility, but the last couple of weeks have produced some particularly nauseating ups and downs. Many investors, understandably, may be hesitant to invest right now for fear that another downturn could be looming.To be clear, nobody knows what the market will ...",Motley Fool,20250414T081500,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.998932'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,0.115113,KO
The Best High-Yield Dividend Stocks to Buy for 2025 and Beyond,"Investors are looking for solid dividend stocks with volatility returning to the markets. There are several top stocks offering yields much better than the S&P 500 average of 1.44%, but some of these businesses are struggling competitively and are only offering high yields because their share ...",Motley Fool,20250413T191500,"[{'topic': 'Financial Markets', 'relevance_score': '0.990999'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.891286'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.191636,KO
Stock Market Sell-Off: The Best Warren Buffett Stocks to Buy Now,"Warren Buffett has built a fortune in the stock market by playing the long game. Over the last 59 years, his investing skills guided Berkshire Hathaway ( NYSE: BRK.A ) ( NYSE: BRK.B ) to an incredible return of more than 5,000,000%.When the stock market falls, Buffett's top holdings are a great ...",Motley Fool,20250413T073500,"[{'topic': 'Financial Markets', 'relevance_score': '0.999956'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Bullish,0.458207,KO
1 Magnificent High Yield Stock Down 33% to Buy and Hold Forever,"Wall Street is in an uncertain state right now, thanks to what looks like the start of a tariff-driven trade war of global proportions. Some investors are, quite reasonably, frightened and looking for a safe harbor, like Coca-Cola ( NYSE: KO ) .",Motley Fool,20250412T070500,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.172574,KO
"Trump And Xi Jinping's Tariff Threats May Be 'Just For The LOLz,' Says Analyst: 'It's Not Like This Is A Great Financial Crisis' - Carrier Global  ( NYSE:CARR ) , Apple  ( NASDAQ:AAPL ) ","Despite growing concerns about renewed trade tensions between Washington and Beijing, one analyst says the drama may be more performative than policy-driven.",Benzinga,20250412T042142,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Neutral,-0.115876,KO
FEMSA Shareholders' Meeting Resolutions,"MONTERREY, Mexico, April 11, 2025 ( GLOBE NEWSWIRE ) -- Fomento Económico Mexicano, S.A.B. de C.V. ( ""FEMSA"" or the ""Company"" ) ( NYSE: FMX. BMV: FEMSAUBD, FEMSAUB ) held its Annual Shareholders' Meeting today ( ""the Shareholders' Meeting"" ) , during which the shareholders approved the ...",GlobeNewswire,20250411T224200,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.160819,KO
"Coca-Cola Consolidated, Inc. Announces Second Quarter Dividend","CHARLOTTE, N.C., April 11, 2025 ( GLOBE NEWSWIRE ) -- Coca-Cola Consolidated, Inc. ( NASDAQ: COKE ) announced that its Board of Directors has declared a dividend for the second quarter of 2025 of $2.50 per share on shares of the Company's Common Stock and Class B Common Stock payable on May 9, ...",GlobeNewswire,20250411T201000,"[{'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.292351,KO
"Coca-Cola Consolidated, Inc. Announces Second Quarter Dividend - Coca-Cola Consolidated  ( NASDAQ:COKE ) ","CHARLOTTE, N.C., April 11, 2025 ( GLOBE NEWSWIRE ) -- Coca-Cola Consolidated, Inc. COKE announced that its Board of Directors has declared a dividend for the second quarter of 2025 of $2.50 per share on shares of the Company's Common Stock and Class B Common Stock payable on May 9, 2025, to ...",Benzinga,20250411T201000,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.327611,KO
A Closer Look at PepsiCo's Options Market Dynamics - PepsiCo  ( NASDAQ:PEP ) ,"Investors with a lot of money to spend have taken a bullish stance on PepsiCo PEP. We noticed this today when the trades showed up on publicly available options history that we track here at Benzinga. Whether these are institutions or just wealthy individuals, we don't know.",Benzinga,20250411T200104,"[{'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.222757,KO
"3 Big Brand Stocks To Lean On During Tariff Troubles - Coca-Cola  ( NYSE:KO ) , Monster Beverage  ( NASDAQ:MNST ) ",Consumers are understandably jittery amid the tariffs drama. But not all stocks are doing poorly. These 3 consumer stocks can provide a safe spot. China's new tariffs just reignited the same market patterns that led to triple- and quadruple-digit wins for Matt Maley. Get the next trade alert free.,Benzinga,20250411T190001,"[{'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.769861'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Neutral,0.073059,KO
2 Warren Buffett Stocks to Buy Hand Over Fist in April,"In times of uncertainty, investors turn to areas of relative certainty, and one such area is Warren Buffett's mastery of investing when others are fearful. Consequently, it makes sense to look into what Buffett is holding in his Berkshire Hathaway ( NYSE: BRK.A ) ( NYSE: BRK.B ) investment ...",Motley Fool,20250411T141500,"[{'topic': 'Financial Markets', 'relevance_score': '0.989041'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.196913,KO
"10 Companies With Exposure To Trump's China Tariff War: Ford, Tesla, Apple, Disney And More - Carrier Global  ( NYSE:CARR ) , Apple  ( NASDAQ:AAPL ) ","Apple produces 90% of iPhones, 70% to 80% of iPads and 50% of Mac products in China, according to Wedbush. Ford ranks in the top position as most overexposed to China with high scores in all criteria.",Benzinga,20250411T135727,"[{'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,-0.088658,KO
Are Consumer Staples Stocks Lagging Coca-Cola Europacific Partners  ( CCEP )  This Year?,Here is how Coca-Cola European (CCEP) and Pilgrim's Pride (PPC) have performed compared to their sector so far this year.,Zacks Commentary,20250411T134014,"[{'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.290735,KO
"Publication annual report 2024, convening notice for the General Meeting and proposal new directors","Publication annual report 2024, convening notice for the General Meeting and proposal new directors Kinepolis Group NV presents its integrated annual report 2024, with a comprehensive overview of the Group's strategic, financial, operational and ESG performance for the year 2024.",GlobeNewswire,20250411T060000,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.204428,KO
Danish shoppers boycott U.S. products as Greenland - and trade - tensions escalate,"Incensed by President Donald Trump's posturing over Greenland and sweeping trade tariffs, Danish shoppers are turning their backs on American products.",CNBC,20250411T050825,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",Neutral,-0.028661,KO
Coca-Cola  ( KO )  Rises As Market Takes a Dip: Key Facts,"In the closing of the recent trading day, Coca-Cola (KO) stood at $70.76, denoting a +1.16% change from the preceding trading day.",Zacks Commentary,20250410T214513,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.986564'}]",Somewhat-Bullish,0.161436,KO
The Only Agency Debuts New Sports Division,"NEW YORK, April 10, 2025 /PRNewswire/ -- The Only Agency, one of the leading global talent agencies, announces the launch of a new sports division focusing on bridging the entertainment industry's gap between sports and fashion.",Benzinga,20250410T190000,"[{'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Bullish,0.444245,KO
BRK.B vs. CB: Which Insurer Can Shield Your Portfolio Better?,"Let's find out which auto insurer is a safe investment option, BRK.B or CB.",Zacks Commentary,20250410T175000,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.858979'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.320021,KO
BRK.B vs. CB: Which Insurer Can Shield Your Portfolio Better?,"Let's find out which auto insurer is a safe investment option, BRK.B or CB.",Zacks Commentary,20250410T175000,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.858979'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.315377,KO
"STZ Q4 Earnings & Sales Beat, Stock Dips 3.6% on Cautious FY26 View","Constellation Brands' Q4 results show steady beer sales, and stronger wine & spirits. Focus remains on distribution gains, innovation and marketing in beer.",Zacks Commentary,20250410T161500,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.221777,KO
Could Coca-Cola Be a Millionaire-Maker Stock?,"Coca-Cola ( NYSE: KO ) is one of the best-known consumer staples companies on the planet and has an incredible dividend track record. At a time of elevated market volatility, owning a stock like Coca-Cola can help investors sleep well at night.",Motley Fool,20250409T225900,"[{'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.234795,KO
"The Markets Are Dropping, But These 2 Buffett Stocks Are Soaring","Warren Buffett certainly knows how to pick 'em. While the investing community reels from the impact of President Trump's tariff program, many Buffett stocks are beating the market. Beating the market in this context could still mean losses that aren't quite as bad.",Motley Fool,20250409T223200,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99977'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.214065,KO
3 Dividend Stocks to Double Up on Right Now,"Coca-Cola ( NYSE: KO ) is a very well-run company, highlighted by its status as a Dividend King. But it is also expensive, with its price-to-sales ( P/S ) and price-to-earnings ( P/E ) ratios both above their five-year averages and its dividend yield near decade lows.Yes, it is a reliable and ...",Motley Fool,20250409T220500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.168822,KO
Paradox PR Named as 2025 SABRE Finalist for Ukraine's 'Preserving Art in Crisis' Media Campaign Alongside Art Shield and Dom Master Klass,"NEW YORK, April 9, 2025 /PRNewswire/ -- Paradox Public Relations, the leading communications firm advising the top decision-makers and companies shaping frontier markets, has been named as a finalist in the 2025 SABRE Awards North America.",Benzinga,20250409T171600,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.156902,KO
Circana Announces for 2024 U.S. CPG Growth Leaders,"Chicago, April 09, 2025 ( GLOBE NEWSWIRE ) -- Circana, LLC released the 13th annual 2024 U.S. CPG Growth Leaders report today. The report identifies the strategies and trends powering the success of top consumer packaged goods ( CPG ) companies ranging from $100 million to $8 billion or more in ...",Business Insider,20250409T120500,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Bullish,0.453517,KO
"The Zacks Analyst Blog Highlights Walmart, Coca-Cola, HSBC and Friedman Industries","Walmart, Coca-Cola, HSBC and Friedman Industries are included in this Analyst Blog.",Zacks Commentary,20250409T105900,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.281636,KO
The Nasdaq Just Moved From a Correction to a Bear Market. Here's How Long It Could Last.,"Last week marked a sell-off not seen since the pandemic-induced market crash of 2020. In just two days ( Thursday and Friday ) , the Nasdaq Composite ( NASDAQINDEX: ^IXIC ) fell 10.7%, the S&P 500 ( SNPINDEX: ^GSPC ) tumbled 9.9%, and the Dow Jones Industrial Average ( DJINDICES: ^DJI ) slipped ...",Motley Fool,20250409T084000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.995077'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.928139'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,-0.044425,KO
Want To Succeed Like Warren Buffett? It Might All Come Down To Who You Surround Yourself With: 'Pick The Right People',"Billionaire Warren Buffett, who became a millionaire by age 32, shares his secret to success with Gen Z: it's not just about hard work, but also about the company you keep. What Happened: Buffett's journey began with selling Coca-Cola door-to-door, a humble start that helped shape his future ...",Benzinga,20250409T072305,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.306277,KO
"This Beverage Maker, Tobacco Company And Packaged Food Giant Outshine In A Recession - Coca-Cola  ( NYSE:KO ) , McCormick & Co  ( NYSE:MKC ) , Philip Morris Intl  ( NYSE:PM ) ","EPS, not revenue, drives stock performance in recessions. Campbell Soup, PepsiCo, McCormick outperformed in past downturns. With stocks plunging, steady income is key. Tim Melvin & Ryan Faloona reveal dividend stocks and deep-value plays on April 8. Reserve your spot now.",Benzinga,20250408T225904,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.980716'}]",Somewhat-Bullish,0.261756,KO
Coca-Cola  ( KO )  Gains As Market Dips: What You Should Know,"Coca-Cola (KO) reachead $68.42 at the closing of the latest trading day, reflecting a +0.07% change compared to its last close.",Zacks Commentary,20250408T215015,"[{'topic': 'Earnings', 'relevance_score': '0.983783'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Neutral,0.144767,KO
"Top Stock Reports for Walmart, Coca-Cola & HSBC","Today's Research Daily features new research reports on 16 major stocks, including Walmart Inc. (WMT), The Coca-Cola Company (KO) and HSBC Holdings plc (HSBC), as well a micro-cap stock Friedman Industries Inc. Common Stock (FRD).",Zacks Commentary,20250408T203100,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}]",Somewhat-Bullish,0.296406,KO
Short Seller Sees 25% To 40% Downside In Monster Beverage Shares: 'Vulnerable To Escalating Threats' - Monster Beverage  ( NASDAQ:MNST ) ,Spruce Point Capital Management sees 25% to 40% downside risk in shares of Monster Beverage. Spruce Point raises concerns about the sustainability of Monster's financials and the accuracy of its accounting and financial reporting.,Benzinga,20250408T183040,"[{'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bearish,-0.172886,KO
Ahold Delhaize USA Announces Ann Dozier as Chief Information Officer,"SALISBURY, N.C., April 08, 2025 ( GLOBE NEWSWIRE ) -- Ahold Delhaize USA announced that Ann Dozier, an accomplished information technology executive in the food industry, has joined the company as Chief Information Officer ( CIO ) .",Benzinga,20250408T180000,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.330477,KO
Keurig Stock Rises 5% YTD: Should Investors Buy Now or Wait?,"KDP remains positioned for long-term growth, supported by its diversified portfolio, strong brand equity, and disciplined approach to innovation and execution.",Zacks Commentary,20250408T161600,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.917436'}]",Bullish,0.381504,KO
"This House of Representative Just Bought Up To $60K In Home Depot Stock - IBM  ( NYSE:IBM ) , Home Depot  ( NYSE:HD ) ","Records from April 7, 2025 indicate that Representative Lloyd Doggett of Texas made a purchase of Home Depot HD, valued between $4,004 and $60,000, with the transaction dated April 7, 2025 and filed in April. As of now, Home Depot shares are trading up 2.67% at $350.64.",Benzinga,20250408T150020,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.175513,KO
"Get Ready, Mexico: Activate and Enigma Rooms Set to Team Up!","WINNIPEG, MB, April 8, 2025 /PRNewswire/ -- Activate, the world leader in active gaming experiences, is thrilled to announce its expansion into Mexico through a strategic partnership with Enigma Rooms, the largest escape room company in Latin America.",Benzinga,20250408T130000,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Bullish,0.462697,KO
Meet the Low-Cost Vanguard ETF That Went Up on the Worst Day for the S&P 500 Since June 2020,"Last week's stock market sell-off was swift and brutal. Investors wasted no time reacting negatively to President Trump's ""Liberation Day"" tariffs and responses from countries like China.On April 3, the S&P 500 ( SNPINDEX: ^GSPC ) fell 4.8%, the worst decline for the S&P 500 since June 11, 2020.",Motley Fool,20250408T123400,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]",Somewhat-Bullish,0.197452,KO
