title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
Johnson & Johnson Gears Up For Q1 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts - Johnson & Johnson  ( NYSE:JNJ ) ,"Johnson & Johnson JNJ will release earnings results for the first quarter, before the opening bell on Tuesday, April 15. Analysts expect the New Brunswick, New Jersey-based company to report quarterly earnings at $2.58 per share, down from $2.71 per share in the year-ago period.",Benzinga,20250415T073301,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.196476,JNJ
"US Stock Futures Slip As Investors Brace Themselves For Netflix, AmEx Earnings This Week - Nikkei Up On Strong Sentiment - Bank of America  ( NYSE:BAC ) , American Express  ( NYSE:AXP ) ","After two days of back-to-back gains in the spot market, U.S. stock futures had a choppy session Monday night as investors await earnings reports from multiple prominent companies.",Benzinga,20250415T020837,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",Neutral,0.138995,JNJ
Applied Therapeutics Reports Fourth Quarter and Year-end 2024 Financial Results,"- Appointed John H. Johnson as Executive Chairman. Todd F. Baumgartner, MD, MPH as Chief Regulatory Officer. and Reena Thomas Colacot as Vice President and Head of Quality ...",GlobeNewswire,20250414T215000,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.155646,JNJ
"JPMorgan, Wells Fargo, Morgan Stanley, Netflix, UnitedHealthcare, Johnson & Johnson and CSX Corp are part of Zacks Earnings Preview","JPMorgan, Wells Fargo, Morgan Stanley, Netflix, UnitedHealthcare, Johnson & Johnson and CSX Corp have been highlighted in this Earnings Preview article.",Zacks Commentary,20250414T072200,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.038431,JNJ
Novartis  ( NVS )  Surges 4.0%: Is This an Indication of Further Gains?,Novartis (NVS) witnessed a jump in share price last session on above-average trading volume. The latest trend in earnings estimate revisions for the stock doesn't suggest further strength down the road.,Zacks Commentary,20250414T063000,"[{'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Somewhat-Bullish,0.217841,JNJ
"Jim Cramer's week ahead: Earnings from Goldman Sachs, Johnson & Johnson and Netflix",CNBC's Jim Cramer on Friday told investors which market-moving events to follow next week.,CNBC,20250411T225659,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.94762'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.890401'}]",Neutral,0.102159,JNJ
Are Tariff Worries Affecting the Earnings Outlook?,There are many valid reasons for the market to remain focused on tariffs since so much is happening in the broader economy. But how are they affecting the earnings outlook for the coming periods?,Zacks Commentary,20250411T221700,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.031238,JNJ
"Buy, Sell or Hold J&J Stock? Key Tips Ahead of Q1 Earnings",JNJ's Innovative Medicines unit sales are expected to have been driven by drugs like Darzalex and Tremfya. We do not expect any improvement in MedTech sales.,Zacks Commentary,20250411T153200,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.998287'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.169194,JNJ
"Novartis Commits $23 Billion To Expand US Manufacturing Over Five Years, Despite Tariffs Uncertainties - Novartis  ( NYSE:NVS ) ","Novartis will invest $23 billion over five years to expand U.S. manufacturing and research. The company will build facilities in the U.S., including a $1.1 billion R&D hub in San Diego. Feel unsure about the market's next move?",Benzinga,20250411T133646,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.279289,JNJ
Is First Trust Dow 30 Equal Weight ETF  ( EDOW )  a Strong ETF Right Now?,Smart Beta ETF report for ...,Zacks Commentary,20250411T102002,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999994'}]",Somewhat-Bullish,0.246278,JNJ
2 Top Dividend Stocks to Buy Right Now,Microsoft ( NASDAQ: MSFT ) and Johnson & Johnson ( NYSE: JNJ ) are leading companies in their respective industries. They both have impressive track records and have made their long-term shareholders significantly richer.Some might worry that it's too late to invest in these blue chip companies.,Motley Fool,20250411T082500,"[{'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.128316,JNJ
"Johnson & Johnson, Protagonist Tout Positive Results For Psoriasis Oral Pill Study - Protagonist Therapeutics  ( NASDAQ:PTGX ) , Johnson & Johnson  ( NYSE:JNJ ) ","84.1% of adolescents on icotrokinra achieved clear/almost clear skin at Week 16 vs. 27.3% on placebo in Phase 3 PsO study. By Week 24, 75% of adolescents on icotrokinra had completely clear skin ( IGA 0 ) , with no new safety issues reported.",Benzinga,20250410T142051,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Somewhat-Bullish,0.17927,JNJ
"Alphabet To $185? Here Are 10 Top Analyst Forecasts For Thursday - BorgWarner  ( NYSE:BWA ) , Amazon.com  ( NASDAQ:AMZN ) ","Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Wells Fargo raised Toast, Inc. TOST price target from $30 to $39.",Benzinga,20250410T132412,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]",Somewhat-Bullish,0.182771,JNJ
Seeking Clues to Johnson & Johnson  ( JNJ )  Q1 Earnings? A Peek Into Wall Street Projections for Key Metrics,"Evaluate the expected performance of Johnson & Johnson (JNJ) for the quarter ended March 2025, looking beyond the conventional Wall Street top-and-bottom-line estimates and examining some of its key metrics for better insight.",Zacks Commentary,20250410T131512,"[{'topic': 'Earnings', 'relevance_score': '0.967321'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Somewhat-Bullish,0.157074,JNJ
Johnson & Johnson  ( JNJ )  Is a Trending Stock: Facts to Know Before Betting on It,"Johnson & Johnson (JNJ) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",Zacks Commentary,20250410T130015,"[{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",Somewhat-Bullish,0.235685,JNJ
Should You Invest in the Health Care Select Sector SPDR ETF  ( XLV ) ?,Sector ETF report for ...,Zacks Commentary,20250410T102006,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.268184,JNJ
"If Your Portfolio Is Down on the Tariff News, Check Out This Little-Known High-Yield Dividend Stock",Investors are dumping growth stocks right now as new tariff policies rock the markets.,Motley Fool,20250410T100500,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",Somewhat-Bullish,0.224358,JNJ
Stock Market Sell-Off Shopping Spree: 3 Top Dividend Stocks I Just Bought to Boost My Passive Income,"Stock market sell-offs like the one we're currently experiencing are challenging periods for investors. However, with every challenge comes an opportunity to improve. For me, sell-offs are an opportunity to buy high-quality dividend stocks at lower prices, which enables me to lock in higher ...",Motley Fool,20250410T091700,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99977'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.256505,JNJ
"The Dow Crashed 4,260 Points in 3 Days: Here Are 3 Dow Stocks That Make for No-Brainer Buys Right Now",Three of the Dow's 30 components make for sensational buys amid a historic sell-off.,Motley Fool,20250410T075100,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999696'}, {'topic': 'Earnings', 'relevance_score': '0.795202'}]",Neutral,0.13291,JNJ
Pharmaceutical stocks fall as Trump doubles down on tariffs threat,"Trump on Tuesday said his administration will be announcing a ""major"" tariff on pharmaceuticals ""very shortly."" ...",CNBC,20250409T155136,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}]",Neutral,-0.074324,JNJ
This Johnson & Johnson Analyst Turns Bullish On Shifting Focus From Stelara Concerns To Innovative Medicine - Johnson & Johnson  ( NYSE:JNJ ) ,"Johnson & Johnson's Innovative Medicine contributes disproportionately higher profits. The concerns around the Stelara exclusivity appear overblown. With stocks plunging, steady income is key. Tim Melvin & Ryan Faloona reveal dividend stocks and deep-value plays on April 8. Reserve your spot now.",Benzinga,20250409T152820,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.151718,JNJ
5 Top Growth Stocks to Buy in the Stock Market Sell-Off,"Equity markets may be struggling because of President Donald Trump's current economic policies, but that doesn't mean investors should avoid buying stocks right now -- quite the contrary. History tells us that equities tend to experience strong runs following downturns, so it's worth putting ...",Motley Fool,20250409T140000,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Bullish,0.391155,JNJ
Tesla Underdelivers,And we take a look at Texas Instruments and Taiwan Semiconductor.,Motley Fool,20250409T134600,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.996023'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.538269'}]",Neutral,0.106708,JNJ
"Amazon.com To $255? Here Are 10 Top Analyst Forecasts For Wednesday - Americold Realty Trust  ( NYSE:COLD ) , Amazon.com  ( NASDAQ:AMZN ) ","Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Barclays cut Americold Realty Trust, Inc. COLD price target from $26 to $21.",Benzinga,20250409T124706,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.752319'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]",Somewhat-Bullish,0.202773,JNJ
"This Apple Analyst Is No Longer Bearish; Here Are Top 5 Upgrades For Wednesday - Apple  ( NASDAQ:AAPL ) , Bath & Body Works  ( NYSE:BBWI ) ","Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades, downgrades and initiations, please see our analyst ratings page. Seaport Global analyst David Joyce upgraded the rating for Sirius XM Holdings Inc.",Benzinga,20250409T121042,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.30954,JNJ
Is First Trust Capital Strength ETF  ( FTCS )  a Strong ETF Right Now?,Smart Beta ETF report for ...,Zacks Commentary,20250409T102004,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999892'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]",Somewhat-Bullish,0.263249,JNJ
ValoTx Appoints Marcella Origgi from Johnson & Johnson Innovation as CEO,"HELSINKI and NAPLES, Italy, April 09, 2025 ( GLOBE NEWSWIRE ) -- Valo Therapeutics Oy ( ValoTx ) , an immunotherapy company developing novel, adaptable treatments for cancer, today announced the appointment of Marcella Origgi as its Chief Executive Officer ( CEO ) of its Helsinki headquarters ...",Benzinga,20250409T070000,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.314162,JNJ
Johnson & Johnson  ( JNJ )  Stock Moves -0.52%: What You Should Know,"In the latest trading session, Johnson & Johnson (JNJ) closed at $149.83, marking a -0.52% move from the previous day.",Zacks Commentary,20250408T214516,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '0.99246'}]",Neutral,0.134269,JNJ
Cell Therapy Maker Legend Biotech Is An 'Attractive Opportunity' Due To No Material Tariff Exposure: Analyst - Legend Biotech  ( NASDAQ:LEGN ) ,"Legend Biotech has no tariff exposure and manufactures Carvykti entirely in the U.S. for both U.S. and EU markets. HC Wainwright maintains a $75 target, citing Carvykti's strong efficacy and positioning in earlier lines of multiple myeloma treatment.",Benzinga,20250408T185930,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",Somewhat-Bullish,0.199325,JNJ
Johnson & Johnson's New 'Compelling Data' Shows Sustained Symptom Improvement In Muscular Disease Patients - Johnson & Johnson  ( NYSE:JNJ ) ,Nipocalimab led to sustained MG-ADL and QMG improvements over 84 weeks with long-term IgG reduction in gMG patients. 45% of patients cut steroid use by over 50%; mean prednisone dose dropped from 23 mg to 10 mg in the OLE phase. Feel unsure about the market's next move?,Benzinga,20250408T182632,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.196472,JNJ
Johnson & Johnson  ( JNJ )  Expected to Beat Earnings Estimates: Can the Stock Move Higher?,Johnson & Johnson (JNJ) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Zacks Commentary,20250408T140009,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Somewhat-Bullish,0.182456,JNJ
Should You Invest in the iShares U.S. Healthcare ETF  ( IYH ) ?,Sector ETF report for ...,Zacks Commentary,20250408T102007,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.224337,JNJ
Is the Vanguard Value ETF the Best Ultra-Low-Cost Fund for Generating Passive Income?,"Collecting passive income from stocks is a simple and effective way to participate in the market without having the return based solely on stock prices going up.Exchange-traded funds ( ETFs ) that invest in dividend stocks provide the added benefit of diversification, making them solid options ...",Motley Fool,20250408T094000,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}]",Somewhat-Bullish,0.281377,JNJ
Myricx Bio Announces Expansion of its Leadership Team to Advance NMTi-ADCs into Clinical Development,"Steen Lisby, M.D., D.MSc. joins as Chief Medical Officer Jesper Valbjørn, M.Sc. joins as Senior Vice President CMC Ongoing team expansion at Myricx Bio's new facilities in London's Canary Wharf biotech hub following 2024 £90 million ( $114 million ) series A financing",Benzinga,20250408T091636,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.190547,JNJ
"Why Health Care Select Sector SPDR Fund  ( XLV )  Is Moving - SPDR Select Sector Fund - Health Care  ( ARCA:XLV ) , Pfizer  ( NYSE:PFE ) , UnitedHealth Group  ( NYSE:UNH ) ","Shares of the Health Care Select Sector SPDR Fund are trading lower by 8.6% over the past week. Tariff announcements from President Donald Trump last week spooked investors and have dragged major sectors. With stocks plunging, steady income is key.",Benzinga,20250407T182127,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,0.06834,JNJ
5 Biotech Stocks Worth Adding Amid Global Uncertainty in 2025,"New drug approvals and encouraging pipeline progress should maintain momentum in the Zacks Biomedical and Genetics industry despite the uncertain macroeconomic environment. A strong portfolio and solid pipeline progress position GILD, BMRN, KRYS, ADMA and FOLD well in this volatile sector.",Zacks Commentary,20250407T172200,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.87644'}, {'topic': 'Earnings', 'relevance_score': '0.977154'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.495866'}]",Somewhat-Bullish,0.25719,JNJ
All the Stocks Warren Buffett Bought in the Last 2 Recessions: Are They Smart Picks Now?,"The U.S. economy is ""perilously close to slipping into recession"" because of President Donald Trump's tariffs, according to JPMorgan Chase chief economist Michael Feroli. Should investors worry? I can think of one who won't.",Motley Fool,20250406T084600,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Neutral,0.002473,JNJ
President Trump's Tariffs Have Arrived. 3 Things to Do to Protect Your Portfolio.,"The idea of an import tax started weighing on investor sentiment in March, when President Trump laid out his initial plan to target Canada, Mexico, and China. Stocks tumbled, with the S&P 500 ( SNPINDEX: ^GSPC ) and Nasdaq Composite ( NASDAQINDEX: ^IXIC ) both temporarily slipping into correction ...",Motley Fool,20250405T074000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Neutral,0.147721,JNJ
"Sit Out Market Drama With These 3 Dividend Funds - Chevron  ( NYSE:CVX ) , iShares Select Dividend ETF  ( NASDAQ:DVY ) ","The new trade war precipitated by President Donald Trump's tariffs has turned investors against companies heavily involved in the import-export market. Instead, companies with stable revenue, low valuations and little exposure to trade are rising. Especially ones that offer nice dividends.",Benzinga,20250404T195239,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999986'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.249446,JNJ
Johnson & Johnson's Tremfya Shows Efficacy In Late-Stage Psoriatic Arthritis Study - Johnson & Johnson  ( NYSE:JNJ ) ,"Tremfya met its primary and major secondary endpoints in the Phase 3b study, showing reduced symptoms and structural damage. Tremfya-treated patients had significantly less structural damage progression at 24 weeks versus placebo. With stocks plunging, steady income is key.",Benzinga,20250404T183530,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",Neutral,0.083976,JNJ
