title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
3 Large-Cap Value Mutual Funds to Buy Amid Market Uncertainty,"Invest in large-cap value funds like PEQSX, DAGVX and ABVIX to preserve your capital and generate future returns.",Zacks Commentary,20250411T122200,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.682689'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]",Somewhat-Bullish,0.244292,ABBV
Is SPDR Portfolio S&P 500 High Dividend ETF  ( SPYD )  a Strong ETF Right Now?,Smart Beta ETF report for ...,Zacks Commentary,20250411T102003,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.275894,ABBV
"CEREVEL ALERT: Bragar Eagel & Squire, P.C. Announces that a Class Action Lawsuit Has Been Filed Against Cerevel Therapeutics Holdings, Inc. and Encourages Investors to Contact the Firm","NEW YORK, April 10, 2025 ( GLOBE NEWSWIRE ) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, announces that a class action lawsuit has been filed against Cerevel Therapeutics Holdings, Inc. ( ""Cerevel"" or the ""Company"" ) ( CERE ) in the United States District ...",Benzinga,20250411T010000,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.084266,ABBV
Pfizer Stock Falls to New 52-Week Low: Should You Buy the Dip?,"PFE stock is likely to be a great pick for value investors, considering its cheap valuation, as well as for income investors due to its sky-high dividend yield.",Zacks Commentary,20250410T134400,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999365'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}]",Neutral,0.118165,ABBV
Investors Heavily Search AbbVie Inc.  ( ABBV ) : Here is What You Need to Know,"Zacks.com users have recently been watching AbbVie (ABBV) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",Zacks Commentary,20250410T130016,"[{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",Somewhat-Bullish,0.216986,ABBV
Pharma Stocks Rebound as Trump Announces a 90-Day Pause on Tariffs,"The news of a likely import tariff hurt the share price of pharma giants like Novo Nordisk (NVO), Eli Lilly (LLY) and AstraZeneca (AZN), but Trump's announcement of a pause on reciprocal tariffs offsets the losses.",Zacks Commentary,20250410T125400,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}]",Neutral,0.119701,ABBV
AbbVie Stock Up 9.2% After Key Signal,"ALERT COMES AT LOW POINT FOR ABBV AND SIGNALS MAJOR REVERSAL OF OVER 15 POINTS Today, AbbVie, Inc. ( ABBV ) experienced a Power Inflow, a significant event for those who follow where smart money goes and value order flow analytics in their trading decisions.",Benzinga,20250410T114333,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.623304'}]",Somewhat-Bullish,0.282245,ABBV
The Last Time the Stock Market Started a Year This Badly Was 2022. Is Another Crash Coming?,"As of Monday's close, the S&P 500 has fallen by about 15% this year ( although the index regained about half of that after President Donald Trump put most of his tariff plan on pause ) . The index is coming off two straight years of gains in excess of 20%, so a bit of a slowdown was arguably ...",Motley Fool,20250410T100000,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.976913'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]",Neutral,0.066369,ABBV
Corvus Pharmaceuticals Appoints Richard A. van den Broek to Board of Directors - Corvus Pharma  ( NASDAQ:CRVS ) ,"SOUTH SAN FRANCISCO, Calif., April 09, 2025 ( GLOBE NEWSWIRE ) -- Corvus Pharmaceuticals, Inc. CRVS, a clinical-stage biopharmaceutical company, announced today that Richard van den Broek, managing partner at HSMR Advisors, has been appointed to the Company's board of directors.",Benzinga,20250409T200154,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.153512,ABBV
Pharmaceutical stocks fall as Trump doubles down on tariffs threat,"Trump on Tuesday said his administration will be announcing a ""major"" tariff on pharmaceuticals ""very shortly."" ...",CNBC,20250409T155136,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}]",Neutral,-0.074324,ABBV
2 Top Dividend Stocks That Could Set You Up for Life,"With equity markets in shambles due to President Donald Trump's trade policies, now might be as good a time as any to invest in excellent dividend stocks.For one, dividend-paying companies tend to be more resilient than their non-dividend-paying peers.",Motley Fool,20250409T110000,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Earnings', 'relevance_score': '0.77141'}]",Somewhat-Bullish,0.217191,ABBV
Should You Invest in the SPDR S&P Biotech ETF  ( XBI ) ?,Sector ETF report for ...,Zacks Commentary,20250409T102006,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.150278,ABBV
Dr. Oz Officially Confirmed as Head of the Centers for Medicare and Medicaid Services. Here's What Retirees Need to Know So Far.,From TV star to powerful government official. That's the path taken by President Donald Trump and his new administrator of the Centers for Medicare and Medicaid Services ( CMS ) -- Dr. Mehmet Oz.Oz was a heart surgeon and medical school professor for years.,Motley Fool,20250409T094400,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.177198,ABBV
"Royalty Pharma Appoints Vlad Coric, M.D. to the Company's Board of Directors","NEW YORK, April 08, 2025 ( GLOBE NEWSWIRE ) -- Royalty Pharma plc ( Nasdaq: RPRX ) today announced the appointment of Vlad Coric, M.D. to the company's Board of Directors, effective immediately. Vlad Coric is the Chairman and Chief Executive Officer of Biohaven, a biopharmaceutical company ...",GlobeNewswire,20250408T201500,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.25362,ABBV
"Artiva Biotherapeutics Appoints Subhashis Banerjee, M.D., as Chief Medical Officer - Artiva Biotherapeutics  ( NASDAQ:ARTV ) ","SAN DIEGO, April 08, 2025 ( GLOBE NEWSWIRE ) -- Artiva Biotherapeutics, Inc. ARTV, a clinical-stage biotechnology company whose mission is to develop effective, safe, and accessible cell therapies for patients with devastating autoimmune diseases and cancers, today announced the appointment of ...",Benzinga,20250408T200500,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Somewhat-Bullish,0.204747,ABBV
LLY vs. NVO: Which Weight-Loss Drug Stock is a Stronger Play Now?,Both LLY and NVO are leading pharmaceutical companies specializing in diabetes and obesity treatments.,Zacks Commentary,20250408T140900,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.99977'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.184289,ABBV
AbbVie's Rinvoq Gets EU Nod for 8th Indication Giant Cell Arteritis,"European Commission approves ABBV's Rinvoq for its eighth indication, giant cell arteritis.",Zacks Commentary,20250408T131500,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Somewhat-Bullish,0.232304,ABBV
3 Healthcare Funds to Buy Amid Tariff Turmoil,"The increasing U.S.-China tariffs and volatile markets underscore the resilience of healthcare mutual funds, such as FPHAX, JNGLX and PHSTX, during economic uncertainty.",Zacks Commentary,20250408T124700,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.164364,ABBV
Should Schwab U.S. Dividend Equity ETF  ( SCHD )  Be on Your Investing Radar?,Style Box ETF report for ...,Zacks Commentary,20250408T102008,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.244782,ABBV
Is the Vanguard Value ETF the Best Ultra-Low-Cost Fund for Generating Passive Income?,"Collecting passive income from stocks is a simple and effective way to participate in the market without having the return based solely on stock prices going up.Exchange-traded funds ( ETFs ) that invest in dividend stocks provide the added benefit of diversification, making them solid options ...",Motley Fool,20250408T094000,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}]",Somewhat-Bullish,0.281377,ABBV
Myricx Bio Announces Expansion of its Leadership Team to Advance NMTi-ADCs into Clinical Development,"Steen Lisby, M.D., D.MSc. joins as Chief Medical Officer Jesper Valbjørn, M.Sc. joins as Senior Vice President CMC Ongoing team expansion at Myricx Bio's new facilities in London's Canary Wharf biotech hub following 2024 £90 million ( $114 million ) series A financing",Benzinga,20250408T091636,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.190547,ABBV
"Cerevel Therapeutics Holdings, Inc. Shareholder Notice: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Class Action Lawsuit on Behalf of Former CERE Shareholders","SAN DIEGO, April 07, 2025 ( GLOBE NEWSWIRE ) -- Robbins LLP reminds stockholders that a class action was filed against Cerevel Therapeutics Holdings, Inc. ( ""Cerevel"" or the ""Company"" ) , Bain Capital Investors, LLC ( ""Bain"" ) and Pfizer, Inc. ( ""Pfizer"" ) on behalf of a class ( the ""Class"" ) ...",Benzinga,20250407T181203,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}]",Neutral,0.062895,ABBV
Big Pharma Stocks Dive Amid Trade War Jitters & Inflation Woes,"Shares of pharma giants like PFE, J&J, AZN, MRK and ABBV decline on investor concerns that retaliatory tariffs could drive up drug prices for U.S. consumers.",Zacks Commentary,20250407T123700,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Neutral,-0.056827,ABBV
"CERE INVESTOR ALERT: Bronstein, Gewirtz & Grossman LLC Announces that Cerevel Therapeutics Holdings, Inc. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit","NEW YORK, April 06, 2025 ( GLOBE NEWSWIRE ) -- Attorney Advertising-- Bronstein, Gewirtz & Grossman, LLC, a nationally recognized law firm, notifies investors that a class action lawsuit has been filed against Cerevel Therapeutics Holdings, Inc. ( ""Cerevel"" or ""the Company"" ) CERE, Bain Capital ...",Benzinga,20250406T200000,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.905476'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.026844,ABBV
3 Dividend Stocks to Buy and Hold for the Next Decade,What should investors do when stocks are tanking over the short term? Probably the best answer is to think long term.Three Motley Fool contributors think they've found great dividend stocks to own for the long term that pay you to wait for better days.,Motley Fool,20250406T104400,"[{'topic': 'Earnings', 'relevance_score': '0.839681'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.99977'}]",Somewhat-Bullish,0.201928,ABBV
2 Dividend Stocks to Buy Hand Over Fist in April,"One factor that keeps some investors away from healthcare stocks is the sector's dearth of generous and reliable dividend payers. This stands to reason, as nearly every stage of drug development and marketing is resource- and capital-intensive, and as a result, cash can be in short supply.In this ...",Motley Fool,20250405T123000,"[{'topic': 'Earnings', 'relevance_score': '0.77141'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.31267,ABBV
"Pharma Stock Roundup: FDA Nod to SNY, AZN & NVS, JNJ Talc Suits Failure","FDA approves SNY's hemophilia therapy, fitusiran, and NVS' rare kidney disease drug, Vanrafia.",Zacks Commentary,20250404T134600,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.094096,ABBV
AbbVie  ( ABBV )  Stock Moves -1.73%: What You Should Know,"In the closing of the recent trading day, AbbVie (ABBV) stood at $201.64, denoting a -1.73% change from the preceding trading day.",Zacks Commentary,20250403T214515,"[{'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.159238,ABBV
"Trump's Tariff Exemptions Include Semiconductors, Pharmaceuticals, Oil And More - Broadcom  ( NASDAQ:AVGO ) ","Semiconductors, lumber, gold and oil are among the imports exempt from Trump's retaliatory tariffs. Pharmaceutical stocks are defying Thursday's broad market drop with shares of AbbVie and Johnson & Johnson both green.",Benzinga,20250403T163042,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,0.116352,ABBV
3 High-Yielding Dividend Stocks That Retirees Can Buy and Forget About,"""Buy and hold"" is a simple strategy for investors, but it can be a hard one to stick to in actual practice. That's because many people want to pick stocks and trade them, and feel like they need to actively intervene to generate significant gains.",Motley Fool,20250403T130000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.256423,ABBV
Crescent Biopharma Appoints Joshua Brumm as Chief Executive Officer and Expands Leadership Team to Advance Pipeline of Potentially Best-in-Class Oncology Therapeutics - GlycoMimetics  ( NASDAQ:GLYC ) ,"Jonathan McNeill, M.D., Appointed President and Chief Operating Officer Ellie Im, M.D., Appointed Chief Medical Officer Additional Leadership Appointments: Rick Scalzo, MBA, as Chief Financial Officer, and Amy Reilly, as Chief Communications Officer",Benzinga,20250403T113031,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'IPO', 'relevance_score': '0.838487'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.214378'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.235173,ABBV
"AbbVie Stock Rises 16% Year to Date: Time to Buy, Sell or Hold?",Those who own ABBV stock may stay invested as the company has faced its biggest challenge quite well and looks set to return to robust growth in 2025.,Zacks Commentary,20250402T140600,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.248787,ABBV
"PFE, MRK, LLY & Other Drug Stocks Down Amid Tariff Jitters","Stocks of PFE, MRK, ABBV, LLY and others declined on Tuesday due to uncertainty surrounding Trump's proposed tariffs on pharma imports.",Zacks Commentary,20250402T134300,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}]",Neutral,0.0,ABBV
Looking At AbbVie's Recent Unusual Options Activity - AbbVie  ( NYSE:ABBV ) ,"Investors with a lot of money to spend have taken a bearish stance on AbbVie ABBV. We noticed this today when the trades showed up on publicly available options history that we track here at Benzinga. Whether these are institutions or just wealthy individuals, we don't know.",Benzinga,20250401T184536,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.192618,ABBV
Should SPDR S&P Dividend ETF  ( SDY )  Be on Your Investing Radar?,Style Box ETF report for ...,Zacks Commentary,20250401T102006,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.201196,ABBV
