title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
3 No-Brainer Dividend Growth Stocks to Buy Right Now,"Philip Morris International, S&P Global, and Walmart are all resilient investments.",Motley Fool,20250409T080500,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Neutral,0.106504,PM
"This Beverage Maker, Tobacco Company And Packaged Food Giant Outshine In A Recession - Coca-Cola  ( NYSE:KO ) , McCormick & Co  ( NYSE:MKC ) , Philip Morris Intl  ( NYSE:PM ) ","EPS, not revenue, drives stock performance in recessions. Campbell Soup, PepsiCo, McCormick outperformed in past downturns. With stocks plunging, steady income is key. Tim Melvin & Ryan Faloona reveal dividend stocks and deep-value plays on April 8. Reserve your spot now.",Benzinga,20250408T225904,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.980716'}]",Somewhat-Bullish,0.261756,PM
"This Ultra-High Dividend Stock Is Yielding 7%: Should You Buy It With $1,000 Right Now?",This long-standing consumer staples business can provide you with steady income year-after-year.,Motley Fool,20250405T222300,"[{'topic': 'Earnings', 'relevance_score': '0.650727'}, {'topic': 'Financial Markets', 'relevance_score': '0.503496'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.223307,PM
Altria  ( MO )  Rises As Market Takes a Dip: Key Facts,"In the closing of the recent trading day, Altria (MO) stood at $57.89, denoting a +1.35% change from the preceding trading day.",Zacks Commentary,20250403T214514,"[{'topic': 'Earnings', 'relevance_score': '0.961735'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Neutral,0.129331,PM
"Why Consumer Staples Stocks Lamb Weston, Conagra, and Philip Morris Rallied Today Even as the Market Plunged","Shares of consumer staples giants Lamb Weston ( NYSE: LW ) , Conagra ( NYSE: CAG ) , and Philip Morris International ( NYSE: PM ) all rallied today, up 9.7%, 1.5%, and 4%, respectively. The results were all the more notable as the S&P 500 index plunged 4.8% following yesterday's tariff ...",Motley Fool,20250403T203358,"[{'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Neutral,0.11955,PM
$1000 Invested In This Stock 5 Years Ago Would Be Worth This Much Today - Philip Morris Intl  ( NYSE:PM ) ,"Philip Morris Intl PM has outperformed the market over the past 5 years by 1.12% on an annualized basis producing an average annual return of 16.54%. Currently, Philip Morris Intl has a market capitalization of $249.35 billion.",Benzinga,20250403T144601,"[{'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.247763,PM
This Tariff-Proof Dividend King Is Up 70% in the Last Year. Time to Buy?,"There's no ignoring it. President Trump's tariffs and trade threats are roiling the markets, sending the S&P 500 into a correction for the first time since 2022. The tariffs announced today were just the latest move fueling investor uncertainty.Meanwhile, consumer sentiment is rapidly falling, ...",Motley Fool,20250402T223900,"[{'topic': 'Earnings', 'relevance_score': '0.684621'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Neutral,0.091948,PM
Altria Group's Options Frenzy: What You Need to Know - Altria Group  ( NYSE:MO ) ,"Financial giants have made a conspicuous bearish move on Altria Group. Our analysis of options history for Altria Group MO revealed 10 unusual trades. Delving into the details, we found 40% of traders were bullish, while 50% showed bearish tendencies.",Benzinga,20250402T183708,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.190242,PM
Launch of the TOV 'invest Jewishly' ETF puts activism to the test,Fund aims to combat antisemitism and advocate for Israel and Jewish values through engagement with US corporations ...,Financial Times,20250402T040030,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.171812,PM
10 Stocks of the S&P 500 ETF Up More Than 20% in Q1,"While many stocks in the S&P 500 ETF posted dismal performance in the just-concluded quarter, we discuss some that rose by more than 20%.",Zacks Commentary,20250401T150000,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.999937'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}]",Neutral,0.120605,PM
"Zacks Investment Ideas feature highlights: Philip Morris, CVS Health and Newmont","Philip Morris, CVS Health and Newmont are part of the Zacks Investment Ideas article.",Zacks Commentary,20250401T141600,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.348014,PM
"Altria Group, Inc.  ( MO )  Is a Trending Stock: Facts to Know Before Betting on It","Zacks.com users have recently been watching Altria (MO) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",Zacks Commentary,20250401T130013,"[{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Financial Markets', 'relevance_score': '0.5855'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.235012,PM
Should You Invest in the iShares U.S. Consumer Staples ETF  ( IYK ) ?,Sector ETF report for ...,Zacks Commentary,20250401T102006,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Neutral,0.140471,PM
Should Invesco S&P Ultra Dividend Revenue ETF  ( RDIV )  Be on Your Investing Radar?,Style Box ETF report for ...,Zacks Commentary,20250401T102005,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.905476'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.199005,PM
