title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
Is the Vanguard Value ETF the Best Ultra-Low-Cost Fund for Generating Passive Income?,"Collecting passive income from stocks is a simple and effective way to participate in the market without having the return based solely on stock prices going up.Exchange-traded funds ( ETFs ) that invest in dividend stocks provide the added benefit of diversification, making them solid options ...",Motley Fool,20250408T094000,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}]",Somewhat-Bullish,0.281377,UNH
UnitedHealth Group  ( UNH )  Stock Moves -0.07%: What You Should Know,"UnitedHealth Group (UNH) closed at $524.70 in the latest trading session, marking a -0.07% move from the prior day.",Zacks Commentary,20250407T215014,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",Neutral,0.149742,UNH
"Health Insurers Surge After Medicare Agency Increases Payment Rates - CVS Health  ( NYSE:CVS ) , Elevance Health  ( NYSE:ELV ) ",The Centers for Medicare and Medicaid Services ( CMS ) announces that it will increase payment rates for Medicare insurers to 5.06%. Several health insurer stocks are rising in extended trading following the announcement.,Benzinga,20250407T214624,"[{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Somewhat-Bullish,0.280021,UNH
"Why Health Care Select Sector SPDR Fund  ( XLV )  Is Moving - SPDR Select Sector Fund - Health Care  ( ARCA:XLV ) , Pfizer  ( NYSE:PFE ) , UnitedHealth Group  ( NYSE:UNH ) ","Shares of the Health Care Select Sector SPDR Fund are trading lower by 8.6% over the past week. Tariff announcements from President Donald Trump last week spooked investors and have dragged major sectors. With stocks plunging, steady income is key.",Benzinga,20250407T182127,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,0.06834,UNH
Wall Street Analysts See UnitedHealth  ( UNH )  as a Buy: Should You Invest?,"Based on the average brokerage recommendation (ABR), UnitedHealth (UNH) should be added to one's portfolio. Wall Street analysts' overly optimistic recommendations cast doubt on the effectiveness of this highly sought-after metric. So, is the stock worth buying?",Zacks Commentary,20250407T133008,"[{'topic': 'Earnings', 'relevance_score': '0.938238'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",Somewhat-Bullish,0.306049,UNH
New to Investing? This 1 Medical Stock Could Be the Perfect Starting Point,The Zacks Focus List offers investors a way to easily find top-rated stocks and build a winning investment portfolio. Here's why you should take advantage.,Zacks Commentary,20250407T133002,"[{'topic': 'Earnings', 'relevance_score': '0.99489'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",Somewhat-Bullish,0.302082,UNH
"If You Invested $1000 in UnitedHealth Group a Decade Ago, This is How Much It'd Be Worth Now",Holding on to popular or trending stocks for the long-term can make your portfolio a winner.,Zacks Commentary,20250407T123008,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}]",Somewhat-Bullish,0.340165,UNH
"The Zacks Analyst Blog Highlights: Broadcom, UnitedHealth, Toyota Motor and Perma-Pipe International","Broadcom, UnitedHealth, Toyota Motor and Perma-Pipe International are included in this Analyst Blog.",Zacks Commentary,20250407T102000,"[{'topic': 'Financial Markets', 'relevance_score': '0.365926'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.291188,UNH
All the Stocks Warren Buffett Bought in the Last 2 Recessions: Are They Smart Picks Now?,"The U.S. economy is ""perilously close to slipping into recession"" because of President Donald Trump's tariffs, according to JPMorgan Chase chief economist Michael Feroli. Should investors worry? I can think of one who won't.",Motley Fool,20250406T084600,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Neutral,0.002473,UNH
"Top Analyst Reports for Broadcom, UnitedHealth & Toyota Motor","Today's Research Daily features new research reports on 16 major stocks, including Broadcom Inc. (AVGO), UnitedHealth Group Incorporated (UNH) and Toyota Motor Corporation (TM), as well as a micro-cap stock Perma-Pipe International Holdings, Inc. (PPIH).",Zacks Commentary,20250404T205400,"[{'topic': 'Financial Markets', 'relevance_score': '0.266143'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.305544,UNH
"Zacks Industry Outlook Highlights UnitedHealth, Humana and Centene","UnitedHealth, Humana and Centene are part of the Zacks Industry Outlook article.",Zacks Commentary,20250404T125500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.99393'}, {'topic': 'Earnings', 'relevance_score': '0.994953'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.309432,UNH
Jim Cramer says investors should follow the post-dot-com-bubble playbook,"As tariffs tanked stocks on Thursday, CNBC's Jim Cramer believes investors should look to the same sectors that rose after the dot-com bubble burst in 2000.",CNBC,20250403T223907,"[{'topic': 'Life Sciences', 'relevance_score': '0.142857'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.142857'}, {'topic': 'Technology', 'relevance_score': '0.142857'}, {'topic': 'Finance', 'relevance_score': '0.142857'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.142857'}, {'topic': 'Financial Markets', 'relevance_score': '0.451494'}, {'topic': 'Manufacturing', 'relevance_score': '0.142857'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.142857'}]",Somewhat-Bullish,0.177197,UNH
"3 HMO Stocks to Watch Amid Nurse Shortages, High Tech Costs","The Medical-HMO industry rides on steady premium flows resulting from a growing customer base and contract wins. However, industry headwinds like elevated technology costs and workforce shortages remain concerns. UNH, HUM and CNC are likely to navigate industry storms.",Zacks Commentary,20250403T134400,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}, {'topic': 'Earnings', 'relevance_score': '0.994953'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.451494'}, {'topic': 'Finance', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.300959,UNH
"FTC Pauses Lawsuit Against CVS, Cigna, UnitedHealth's PBMs Amid Commissioner Shortage - CVS Health  ( NYSE:CVS ) , Cigna Group  ( NYSE:CI ) , UnitedHealth Group  ( NYSE:UNH ) ","FTC's case against CVS, Cigna, and UnitedHealth's PBMs is on hold for at least 105 days. An evidentiary hearing is scheduled 225 days after the stay is lifted. In a market dominated by tariff tensions, geopolitical surprises, and Fed uncertainty, Matt Maley's technical approach delivers clear ...",Benzinga,20250403T130656,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}]",Neutral,-0.004898,UNH
UnitedHealth Group Incorporated  ( UNH )  Is a Trending Stock: Facts to Know Before Betting on It,"Zacks.com users have recently been watching UnitedHealth (UNH) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",Zacks Commentary,20250403T130012,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.5855'}]",Somewhat-Bullish,0.233298,UNH
"UnitedHealth Group, PG&E And A Financial Stock On CNBC's 'Final Trades' - PG&E  ( NYSE:PCG ) , Kinsale Cap Gr  ( NYSE:KNSL ) ","Jim Lebenthal names PG&E as his final trade. Joshua Brown says Kinsale Capital Group continues to move toward record high levels. Learn how to trade volatility during Q1 earnings season, live with Matt Maley on Wednesday, April 2 at 6 PM ET. Register for free now.",Benzinga,20250402T122311,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Earnings', 'relevance_score': '0.967321'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.24563,UNH
Peering Into UnitedHealth Group's Recent Short Interest - UnitedHealth Group  ( NYSE:UNH ) ,"UnitedHealth Group's UNH short percent of float has risen 17.89% since its last report. The company recently reported that it has 10.25 million shares sold short, which is 1.12% of all regular shares that are available for trading.",Benzinga,20250401T171530,"[{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.292022,UNH
"HUMANA ALERT: Bragar Eagel & Squire, P.C. is Investigating Humana Inc. on Behalf of Long-Term Stockholders and Encourages Investors to Contact the Firm - Humana  ( NYSE:HUM ) ","NEW YORK, March 31, 2025 ( GLOBE NEWSWIRE ) -- Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, is investigating potential claims against Humana Inc.",Benzinga,20250401T010000,"[{'topic': 'Financial Markets', 'relevance_score': '0.990893'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,-0.055483,UNH
Hospital Information Systems Market worth US$116.75 billion by 2030 with 10.6% CAGR | MarketsandMarkets™.,"Delray Beach, FL, March 31, 2025 ( GLOBE NEWSWIRE ) -- The global Hospital Information Systems Market, valued at US$58.13 billion in 2023, is forecasted to grow at a robust CAGR of 10.6%, reaching US$63.80 billion in 2024 and an impressive US$116.75 billion by 2030.",Benzinga,20250401T003000,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Bullish,0.489908,UNH
