title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
Scott+Scott Attorneys at Law LLP Reminds Investors of Its Current Investigation Into Reckitt Benckiser Group PLC  ( OTC: RBGLY )  - Reckitt Benckiser Group  ( OTC:RBGLY ) ,"NEW YORK, April 11, 2025 ( GLOBE NEWSWIRE ) -- Scott+Scott Attorneys at Law LLP ( ""Scott+Scott"" ) , a shareholder and consumer rights litigation firm, is investigating whether Reckitt Benckiser Group PLC ( ""Reckitt"" or the ""Company"" ) RBGLY or certain of its officers and directors issued ...",Benzinga,20250411T155800,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Neutral,-0.017059,ABT
Recent Filing Shows That Rep. Josh Gottheimer Sold Over $32K Worth of Abbott Laboratories Stock - Abbott Laboratories  ( NYSE:ABT ) ,"A April filing shows that Representative Josh Gottheimer reported a sale in Abbott Laboratories ABT, valued between $32,032 and $480,000. The transaction date is listed as April 10, 2025, with the report published on April 10, 2025. At present, Abbott Laboratories shares are trading up 1.07% at ...",Benzinga,20250411T150016,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}]",Somewhat-Bullish,0.198473,ABT
2 Growth Stocks to Buy in the Tariff-Fueled Market Correction,"What should investors do during a market downturn? Some might resort to panic selling, but that's hardly a good strategy. Unless a company's investment thesis has changed because of recent developments, market downturns aren't a good enough reason for most investors to sell.For those who can ...",Motley Fool,20250410T141500,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.938793'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.138482,ABT
"Abbott's Q1 Earnings Coming Up, Medical Devices Arm in Focus","ABT's Structural Heart, Rhythm Management and Neuromodulation businesses are likely to have driven its first-quarter 2025 performance.",Zacks Commentary,20250410T125200,"[{'topic': 'Earnings', 'relevance_score': '0.999974'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.211451,ABT
Here's Why You Should Add Cencora Stock to Your Portfolio Now,"COR continues to gain traction from the robust U.S. Healthcare Solutions segment. However, stiff competition is a woe.",Zacks Commentary,20250410T112500,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.999974'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.27958,ABT
Astronics and Boston Beer have been highlighted as Zacks Bull and Bear of the Day,"Chicago, IL - April 10, 2025 - Zacks Equity Research shares Astronics ( ATRO Quick QuoteATRO - ) as the Bull of the Day and The Boston Beer Company ( SAM Quick QuoteSAM - ) as the Bear of the Day.",Zacks Commentary,20250410T063700,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.658903'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.999594'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.127147,ABT
Will Trump Tariffs Make or Break Healthcare Space? 3 Stocks to Rely On,"Investors looking to maintain exposure to healthcare can invest in large-cap U.S.-based companies like UHS, BMRN and ABT.",Zacks Commentary,20250409T190000,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.255142,ABT
2 Top Dividend Stocks That Could Set You Up for Life,"With equity markets in shambles due to President Donald Trump's trade policies, now might be as good a time as any to invest in excellent dividend stocks.For one, dividend-paying companies tend to be more resilient than their non-dividend-paying peers.",Motley Fool,20250409T110000,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Earnings', 'relevance_score': '0.77141'}]",Somewhat-Bullish,0.217191,ABT
ICUI Stock Declines Despite Plans for Offsetting Tariff Impacts,"ICU Medical unveils a strategic plan to offset new U.S. tariffs, aiming to protect margins and stability amid medtech market volatility and global trade shifts.",Zacks Commentary,20250409T103300,"[{'topic': 'Earnings', 'relevance_score': '0.983783'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}]",Neutral,0.074945,ABT
ICUI Stock Gains Following Latest FDA Approvals for Precision IV Pumps,"ICU Medical aims to enable healthcare systems to customize infusion setups, optimizing device footprint without compromising performance or safety.",Zacks Commentary,20250408T160400,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.333424,ABT
Is Invesco S&P 500 Equal Weight Health Care ETF  ( RSPH )  a Strong ETF Right Now?,Smart Beta ETF report for ...,Zacks Commentary,20250408T102008,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999336'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Bullish,0.351289,ABT
"The Zacks Analyst Blog Highlights Molson Coors, CenterPoint Energy, WEC Energy, Abbott Laboratories and HCA Healthcare","Molson Coors, CenterPoint Energy, WEC Energy, Abbott Laboratories and HCA Healthcare are included in this Analyst Blog.",Zacks Commentary,20250408T101300,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999701'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.246146,ABT
"Why Health Care Select Sector SPDR Fund  ( XLV )  Is Moving - SPDR Select Sector Fund - Health Care  ( ARCA:XLV ) , Pfizer  ( NYSE:PFE ) , UnitedHealth Group  ( NYSE:UNH ) ","Shares of the Health Care Select Sector SPDR Fund are trading lower by 8.6% over the past week. Tariff announcements from President Donald Trump last week spooked investors and have dragged major sectors. With stocks plunging, steady income is key.",Benzinga,20250407T182127,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,0.06834,ABT
5 Defensive Stocks to Buy for a Safe Portfolio Amid Tariff-Led Mayhem,"Five defensive stocks to buy at this soaring volatility are TAP, CNP, WEC, BSX, HCA.",Zacks Commentary,20250407T121400,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.99793'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.244238,ABT
President Trump's Tariffs Have Arrived. 3 Things to Do to Protect Your Portfolio.,"The idea of an import tax started weighing on investor sentiment in March, when President Trump laid out his initial plan to target Canada, Mexico, and China. Stocks tumbled, with the S&P 500 ( SNPINDEX: ^GSPC ) and Nasdaq Composite ( NASDAQINDEX: ^IXIC ) both temporarily slipping into correction ...",Motley Fool,20250405T074000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Neutral,0.147721,ABT
Reasons to Add ABT Stock to Your Portfolio Right Now,"Investors feel optimistic about Abbott's robust strength in the EPD, Diabetes and Nutrition businesses. However, unfavorable forex impacts are concerning.",Zacks Commentary,20250404T120900,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.614606'}, {'topic': 'Earnings', 'relevance_score': '0.983605'}]",Bullish,0.420045,ABT
Global Expansion in EPD and Innovations Support Abbott Stock,"Abbott's Diabetes Care business continues to benefit from the growing sales of its flagship, sensor-based continuous glucose monitoring system, FreeStyle Libre.",Zacks Commentary,20250403T172500,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.818451'}, {'topic': 'Earnings', 'relevance_score': '0.928769'}]",Somewhat-Bullish,0.241811,ABT
3 High-Yielding Dividend Stocks That Retirees Can Buy and Forget About,"""Buy and hold"" is a simple strategy for investors, but it can be a hard one to stick to in actual practice. That's because many people want to pick stocks and trade them, and feel like they need to actively intervene to generate significant gains.",Motley Fool,20250403T130000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.256423,ABT
"Vascular Closure Device Market Size Projected to Grow to USD 3.03 Billion by 2030, Fuelled by Cardiovascular Disease Prevalence and Minimally Invasive Trends - The Insight Partners","US & Canada, April 03, 2025 ( GLOBE NEWSWIRE ) -- US & Canada, Apr, 01, 2025 ( GlobeNewswire ) -- According to a comprehensive report from The Insight Partners, ""Vascular Closure Device Market Size and Forecast ( 2020-2030 ) , Global and Regional Share, Trend, and Growth Opportunity Analysis ...",Benzinga,20250403T114122,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.215498,ABT
ABT Stock Gains Following the Positive TRILUMINATE Trial Results,"Abbott presents positive TRILUMINATE Pivotal trial data, which demonstrates TriClip system's safety and effectiveness at the ACC.25.",Zacks Commentary,20250401T112200,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.972476'}]",Somewhat-Bullish,0.245188,ABT
